taxlevel	rankID	taxon	daughterlevels	total	AB1382_L5	AB1383_L5	AB2284_L1	AB2285_L1	AB2286_L1	AB2287_L1	AB2288_L1	AB2289_L1	AB2290_L1	AB2291_L1	AB2292_L1	AB2293_L1	AB2294_L1	AB2295_L1	AB2296_L1	AB2297_L1	AB2298_L1	AB2299_L1	AB2300_L1	AB2301_L1	AB2302_L1	AB2303_L1
7	0.1.15.2.3.1.1.1	Ammonifex_degensii	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	2
6	0.1.15.2.3.1.2	Brockia	1	196	0	0	28	56	0	10	3	3	0	0	0	14	0	5	3	2	9	27	1	1	23	11
7	0.1.15.2.3.1.2.1	Brockia_lithotrophica	0	196	0	0	28	56	0	10	3	3	0	0	0	14	0	5	3	2	9	27	1	1	23	11
6	0.1.15.2.3.1.3	Caldanaerobacter	1	33	0	0	1	1	0	1	0	1	0	0	3	0	3	0	0	8	4	0	4	0	3	4
7	0.1.15.2.3.1.3.1	Caldanaerobacter_subterraneus	0	33	0	0	1	1	0	1	0	1	0	0	3	0	3	0	0	8	4	0	4	0	3	4
6	0.1.15.2.3.1.4	Fervidicola	1	45	0	0	5	9	0	2	0	0	0	1	0	4	3	7	0	0	0	11	1	2	0	0
7	0.1.15.2.3.1.4.1	Fervidicola_ferrireducens	0	45	0	0	5	9	0	2	0	0	0	1	0	4	3	7	0	0	0	11	1	2	0	0
6	0.1.15.2.3.1.5	Gelria	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.15.2.3.1.5.1	Gelria_glutamica	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
6	0.1.15.2.3.1.6	Moorella	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.15.2.3.1.6.1	Moorella_species_HUC22_1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
6	0.1.15.2.3.1.7	Thermoanaerobacter	4	39	0	2	1	0	0	0	3	1	2	0	2	6	6	7	0	0	2	3	2	0	2	0
7	0.1.15.2.3.1.7.1	Thermoanaerobacter_species_MET_G	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0
7	0.1.15.2.3.1.7.2	Thermoanaerobacter_species_SC_5	0	21	0	0	1	0	0	0	0	0	2	0	0	6	3	5	0	0	2	0	0	0	2	0
7	0.1.15.2.3.1.7.3	Thermoanaerobacter_species_TLO	0	11	0	0	0	0	0	0	3	1	0	0	2	0	1	2	0	0	0	0	2	0	0	0
7	0.1.15.2.3.1.7.4	Thermoanaerobacter_thermocopriae	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.15.2.3.2	Thermoanaerobacterales_Family_III	3	155	0	0	4	2	0	6	10	3	5	10	8	46	8	3	6	2	18	0	3	17	2	2
6	0.1.15.2.3.2.1	Caldicellulosiruptor	4	46	0	0	3	2	0	3	3	0	0	0	8	6	2	2	1	2	13	0	1	0	0	0
7	0.1.15.2.3.2.1.1	Caldicellulosiruptor_lactoaceticus	0	8	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0
7	0.1.15.2.3.2.1.2	Caldicellulosiruptor_saccharolyticus	0	13	0	0	0	0	0	0	3	0	0	0	3	0	2	2	0	0	3	0	0	0	0	0
7	0.1.15.2.3.2.1.3	Caldicellulosiruptor_species_DIB087C	0	23	0	0	2	2	0	1	0	0	0	0	5	6	0	0	0	0	6	0	1	0	0	0
7	0.1.15.2.3.2.1.4	Caldicellulosiruptor_species_Rt8B_4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
6	0.1.15.2.3.2.2	Thermoanaerobacterium	2	105	0	0	1	0	0	0	7	3	5	10	0	40	6	1	5	0	5	0	2	16	2	2
7	0.1.15.2.3.2.2.1	Thermoanaerobacterium_species_K162C	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
7	0.1.15.2.3.2.2.2	Thermoanaerobacterium_xylanolyticum	0	103	0	0	1	0	0	0	7	3	5	10	0	40	6	1	5	0	3	0	2	16	2	2
6	0.1.15.2.3.2.3	Thermosediminibacter	1	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7	0.1.15.2.3.2.3.1	Thermosediminibacter_oceani	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5	0.1.15.2.3.3	Thermodesulfobiaceae	1	7	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
6	0.1.15.2.3.3.1	Coprothermobacter	1	7	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.15.2.3.3.1.1	Coprothermobacter_species_BHI60_2	0	7	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3	0.1.15.3	Erysipelotrichia	1	71131	0	1	3771	3492	2	4727	2656	3060	4005	4712	466	516	730	937	973	3401	1040	498	14138	21835	83	88
4	0.1.15.3.1	Erysipelotrichales	1	71131	0	1	3771	3492	2	4727	2656	3060	4005	4712	466	516	730	937	973	3401	1040	498	14138	21835	83	88
5	0.1.15.3.1.1	Erysipelotrichaceae	9	71131	0	1	3771	3492	2	4727	2656	3060	4005	4712	466	516	730	937	973	3401	1040	498	14138	21835	83	88
6	0.1.15.3.1.1.1	Allobaculum	1	22245	0	0	0	2	1	814	1522	2468	3083	3988	420	343	710	832	830	3287	1006	457	1173	1302	4	3
7	0.1.15.3.1.1.1.1	Allobaculum_stercoricanis	0	22245	0	0	0	2	1	814	1522	2468	3083	3988	420	343	710	832	830	3287	1006	457	1173	1302	4	3
6	0.1.15.3.1.1.2	Candidatus_Stoquefichus	1	151	0	0	2	2	0	1	12	16	0	0	5	54	2	11	2	9	1	5	0	0	15	14
7	0.1.15.3.1.1.2.1	Candidatus_Stoquefichus_massiliensis	0	151	0	0	2	2	0	1	12	16	0	0	5	54	2	11	2	9	1	5	0	0	15	14
6	0.1.15.3.1.1.3	Catenibacterium	1	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	2	0
7	0.1.15.3.1.1.3.1	Catenibacterium_mitsuokai	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	2	0
6	0.1.15.3.1.1.4	Coprobacillus	1	624	0	0	76	105	0	0	0	0	63	48	0	0	0	0	128	90	0	0	0	0	51	63
7	0.1.15.3.1.1.4.1	Coprobacillus_cateniformis	0	624	0	0	76	105	0	0	0	0	63	48	0	0	0	0	128	90	0	0	0	0	51	63
6	0.1.15.3.1.1.5	Faecalicoccus	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.15.3.1.1.5.1	Faecalicoccus_pleomorphus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
6	0.1.15.3.1.1.6	Holdemanella	1	2472	0	0	84	40	0	9	27	29	677	570	10	31	15	81	8	8	17	14	385	450	9	8
7	0.1.15.3.1.1.6.1	Holdemanella_biformis	0	2472	0	0	84	40	0	9	27	29	677	570	10	31	15	81	8	8	17	14	385	450	9	8
6	0.1.15.3.1.1.7	Kandleria	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.3.1.1.7.1	Kandleria_vitulina	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.15.3.1.1.8	Solobacterium	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0
7	0.1.15.3.1.1.8.1	Solobacterium_moorei	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0
6	0.1.15.3.1.1.9	Turicibacter	2	45621	0	1	3609	3343	1	3903	1095	547	180	106	31	86	3	13	5	7	14	14	12580	20081	2	0
7	0.1.15.3.1.1.9.1	Turicibacter_species_LA61	0	45618	0	1	3606	3343	1	3903	1095	547	180	106	31	86	3	13	5	7	14	14	12580	20081	2	0
7	0.1.15.3.1.1.9.2	Turicibacter_species_LA62	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.1.15.4	Negativicutes	2	541	8	29	13	51	0	39	22	19	0	0	13	50	51	58	31	45	39	59	11	2	1	0
4	0.1.15.4.1	Selenomonadales	2	524	8	29	13	49	0	39	20	19	0	0	13	50	51	58	30	45	39	57	4	0	0	0
5	0.1.15.4.1.1	Selenomonadaceae	2	520	8	29	13	49	0	39	20	19	0	0	13	50	51	54	30	45	39	57	4	0	0	0
6	0.1.15.4.1.1.1	Pectinatus	1	24	0	0	1	12	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0
7	0.1.15.4.1.1.1.1	Pectinatus_frisingensis	0	24	0	0	1	12	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0
6	0.1.15.4.1.1.2	Selenomonas	5	496	8	29	12	37	0	39	20	19	0	0	13	50	43	54	30	45	39	54	4	0	0	0
7	0.1.15.4.1.1.2.1	Selenomonas_genomospecies_C1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.15.4.1.1.2.2	Selenomonas_infelix	0	407	0	0	12	23	0	38	18	18	0	0	13	50	41	42	30	43	27	52	0	0	0	0
7	0.1.15.4.1.1.2.3	Selenomonas_ruminantium	0	58	8	29	0	1	0	0	0	1	0	0	0	0	2	7	0	2	4	0	4	0	0	0
7	0.1.15.4.1.1.2.4	Selenomonas_species_canine_oral_taxon_167	0	26	0	0	0	10	0	1	0	0	0	0	0	0	0	5	0	0	8	2	0	0	0	0
7	0.1.15.4.1.1.2.5	Selenomonas_species_enrichment_culture_clone_hao17	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.15.4.1.2	Sporomusaceae	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
6	0.1.15.4.1.2.1	Sporomusa	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
7	0.1.15.4.1.2.1.1	Sporomusa_termitida	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
4	0.1.15.4.2	Veillonellales	1	17	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	2	7	2	1	0
5	0.1.15.4.2.1	Veillonellaceae	2	17	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	2	7	2	1	0
6	0.1.15.4.2.1.1	Dialister	4	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	2	1	0
7	0.1.15.4.2.1.1.1	Dialister_invisus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
7	0.1.15.4.2.1.1.2	Dialister_pneumosintes	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
7	0.1.15.4.2.1.1.3	Dialister_species_oral_clone_FY011	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7	0.1.15.4.2.1.1.4	Dialister_species_oral_taxon_119	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.15.4.2.1.2	Megaspeciesaera	2	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
7	0.1.15.4.2.1.2.1	Megasphaera_species_oral_clone_CS025	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.15.4.2.1.2.2	Megasphaera_sueciensis	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3	0.1.15.5	Thermolithobacteria	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	0.1.15.5.1	Thermolithobacterales	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	0.1.15.5.1.1	Thermolithobacteraceae	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6	0.1.15.5.1.1.1	Thermolithobacter	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7	0.1.15.5.1.1.1.1	Thermolithobacter_ferrireducens	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	0.1.15.6	Tissierellia	1	1418	0	0	99	54	0	127	29	17	55	43	76	71	51	28	22	31	90	55	100	68	181	221
4	0.1.15.6.1	Tissierellales	2	1418	0	0	99	54	0	127	29	17	55	43	76	71	51	28	22	31	90	55	100	68	181	221
5	0.1.15.6.1.1	Peptoniphilaceae	2	1218	0	0	88	52	0	107	19	6	47	37	67	64	29	20	9	14	86	48	88	56	174	207
6	0.1.15.6.1.1.1	Anaerococcus	2	1215	0	0	88	52	0	107	19	6	47	37	67	64	27	20	9	14	86	48	88	56	174	206
7	0.1.15.6.1.1.1.1	Anaerococcus_octavius	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0
7	0.1.15.6.1.1.1.2	Anaerococcus_species_BG1	0	1205	0	0	88	52	0	107	19	6	47	37	67	64	27	20	9	11	86	48	81	56	174	206
6	0.1.15.6.1.1.2	Peptoniphilus	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
7	0.1.15.6.1.1.2.1	Peptoniphilus_methioninivorax	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
5	0.1.15.6.1.2	Tissierellaceae	2	200	0	0	11	2	0	20	10	11	8	6	9	7	22	8	13	17	4	7	12	12	7	14
6	0.1.15.6.1.2.1	Soehngenia	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
7	0.1.15.6.1.2.1.1	Soehngenia_species_W6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
6	0.1.15.6.1.2.2	Tissierella	1	197	0	0	11	2	0	20	10	11	8	6	9	7	22	8	13	17	4	5	12	11	7	14
7	0.1.15.6.1.2.2.1	Tissierella_species_canine_oral_taxon_029	0	197	0	0	11	2	0	20	10	11	8	6	9	7	22	8	13	17	4	5	12	11	7	14
2	0.1.16	Fusobacteria	1	37	0	0	2	1	0	0	2	0	0	0	6	0	3	10	0	1	0	7	3	0	2	0
3	0.1.16.1	Fusobacteriia	1	37	0	0	2	1	0	0	2	0	0	0	6	0	3	10	0	1	0	7	3	0	2	0
4	0.1.16.1.1	Fusobacteriales	2	37	0	0	2	1	0	0	2	0	0	0	6	0	3	10	0	1	0	7	3	0	2	0
5	0.1.16.1.1.1	Fusobacteriaceae	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	1	0	2	0
6	0.1.16.1.1.1.1	Fusobacterium	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	1	0	2	0
7	0.1.16.1.1.1.1.1	Fusobacterium_naviforme	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7	0.1.16.1.1.1.1.2	Fusobacterium_necrophorum	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
7	0.1.16.1.1.1.1.3	Fusobacterium_nucleatum	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0
5	0.1.16.1.1.2	Leptotrichiaceae	1	22	0	0	2	1	0	0	2	0	0	0	6	0	3	2	0	1	0	3	2	0	0	0
6	0.1.16.1.1.2.1	Leptotrichia	5	22	0	0	2	1	0	0	2	0	0	0	6	0	3	2	0	1	0	3	2	0	0	0
7	0.1.16.1.1.2.1.1	Leptotrichia_species_ES2714_GLU	0	5	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
7	0.1.16.1.1.2.1.2	Leptotrichia_species_oral_clone_DA069	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
7	0.1.16.1.1.2.1.3	Leptotrichia_species_oral_clone_DR011	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.16.1.1.2.1.4	Leptotrichia_species_oral_clone_EI013	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7	0.1.16.1.1.2.1.5	Leptotrichia_species_oral_clone_FB074	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	1	0	0	0	0	0	0
2	0.1.17	Gemmatimonadetes	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	5	0	0	0	0
3	0.1.17.1	Gemmatimonadetes	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	5	0	0	0	0
4	0.1.17.1.1	Gemmatimonadales	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	5	0	0	0	0
5	0.1.17.1.1.1	Gemmatimonadaceae	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	5	0	0	0	0
6	0.1.17.1.1.1.1	Gemmatimonas	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
7	0.1.17.1.1.1.1.1	Gemmatimonas_species_enrichment_culture_clone_AOCRB_EC_6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
6	0.1.17.1.1.1.2	Gemmatirosa	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0
7	0.1.17.1.1.1.2.1	Gemmatirosa_kalamazoonesis	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0
2	0.1.18	Lentispeciesaerae	2	17	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	2	0	0	0	0
3	0.1.18.1	Lentisphaeria	1	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
4	0.1.18.1.1	Victivallales	1	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
5	0.1.18.1.1.1	Victivallaceae	1	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
6	0.1.18.1.1.1.1	Victivallis	1	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
7	0.1.18.1.1.1.1.1	Victivallis_vadensis	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
3	0.1.18.2	Oligosphaeria	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0
4	0.1.18.2.1	Oligosphaerales	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0
5	0.1.18.2.1.1	Oligosphaeraceae	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0
6	0.1.18.2.1.1.1	Oligosphaera	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0
7	0.1.18.2.1.1.1.1	Oligosphaera_ethanolica	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0
2	0.1.19	Nitrospeciesrae	1	142	11	1	1	16	0	19	6	10	7	7	0	2	8	8	0	0	4	4	7	9	6	16
3	0.1.19.1	Nitrospira	1	142	11	1	1	16	0	19	6	10	7	7	0	2	8	8	0	0	4	4	7	9	6	16
4	0.1.19.1.1	Nitrospirales	1	142	11	1	1	16	0	19	6	10	7	7	0	2	8	8	0	0	4	4	7	9	6	16
5	0.1.19.1.1.1	Nitrospiraceae	2	142	11	1	1	16	0	19	6	10	7	7	0	2	8	8	0	0	4	4	7	9	6	16
6	0.1.19.1.1.1.1	Leptospirillum	4	56	0	0	0	9	0	16	6	8	0	0	0	0	0	1	0	0	2	0	5	7	0	2
7	0.1.19.1.1.1.1.1	Leptospirillum_ferriphilum	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.19.1.1.1.1.2	Leptospirillum_ferrooxidans	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.19.1.1.1.1.3	Leptospirillum_species_E6_1_13	0	30	0	0	0	0	0	3	6	6	0	0	0	0	0	1	0	0	2	0	3	7	0	2
7	0.1.19.1.1.1.1.4	Leptospirillum_species_LJ_2	0	19	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
6	0.1.19.1.1.1.2	Nitrospira	2	86	11	1	1	7	0	3	0	2	7	7	0	2	8	7	0	0	2	4	2	2	6	14
7	0.1.19.1.1.1.2.1	Nitrospira_marina	0	22	0	0	0	2	0	3	0	0	2	4	0	2	0	0	0	0	0	3	0	2	0	4
7	0.1.19.1.1.1.2.2	Nitrospira_moscoviensis	0	64	11	1	1	5	0	0	0	2	5	3	0	0	8	7	0	0	2	1	2	0	6	10
2	0.1.20	Planctomycetes	2	2209	7	0	112	199	0	72	106	43	100	124	63	98	108	65	135	132	183	356	65	80	77	84
3	0.1.20.1	Phycispeciesaerae	2	268	0	0	2	0	0	13	55	20	6	10	10	1	45	14	4	14	11	10	22	31	0	0
4	0.1.20.1.1	Phycisphaerales	1	65	0	0	2	0	0	4	9	2	0	0	7	0	18	3	0	3	3	0	7	7	0	0
5	0.1.20.1.1.1	Phycisphaeraceae	1	65	0	0	2	0	0	4	9	2	0	0	7	0	18	3	0	3	3	0	7	7	0	0
6	0.1.20.1.1.1.1	Phycisphaera	1	65	0	0	2	0	0	4	9	2	0	0	7	0	18	3	0	3	3	0	7	7	0	0
7	0.1.20.1.1.1.1.1	Phycisphaera_mikurensis	0	65	0	0	2	0	0	4	9	2	0	0	7	0	18	3	0	3	3	0	7	7	0	0
4	0.1.20.1.2	Tepidisphaerales	1	203	0	0	0	0	0	9	46	18	6	10	3	1	27	11	4	11	8	10	15	24	0	0
5	0.1.20.1.2.1	Tepidisphaeraceae	1	203	0	0	0	0	0	9	46	18	6	10	3	1	27	11	4	11	8	10	15	24	0	0
6	0.1.20.1.2.1.1	Tepidisphaera	1	203	0	0	0	0	0	9	46	18	6	10	3	1	27	11	4	11	8	10	15	24	0	0
7	0.1.20.1.2.1.1.1	Tepidisphaera_mucosa	0	203	0	0	0	0	0	9	46	18	6	10	3	1	27	11	4	11	8	10	15	24	0	0
3	0.1.20.2	Planctomycetia	2	1941	7	0	110	199	0	59	51	23	94	114	53	97	63	51	131	118	172	346	43	49	77	84
4	0.1.20.2.1	Candidatus_Brocadiales	1	78	0	0	0	5	0	0	6	1	5	3	13	4	2	10	0	3	13	1	0	1	0	11
5	0.1.20.2.1.1	Candidatus_Brocadiaceae	5	78	0	0	0	5	0	0	6	1	5	3	13	4	2	10	0	3	13	1	0	1	0	11
6	0.1.20.2.1.1.1	Candidatus_Anammoxoglobus	1	6	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.1.1.1.1	Candidatus_Anammoxoglobus_propionicus	0	6	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
6	0.1.20.2.1.1.2	Candidatus_Brocadia	2	26	0	0	0	3	0	0	1	1	0	0	1	0	0	7	0	0	10	1	0	0	0	2
7	0.1.20.2.1.1.2.1	Candidatus_Brocadia_sinica	0	14	0	0	0	3	0	0	0	0	0	0	1	0	0	5	0	0	3	0	0	0	0	2
7	0.1.20.2.1.1.2.2	Candidatus_Brocadia_species_40	0	12	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	7	1	0	0	0	0
6	0.1.20.2.1.1.3	Candidatus_Jettenia	1	35	0	0	0	0	0	0	4	0	3	3	5	1	2	3	0	3	3	0	0	0	0	8
7	0.1.20.2.1.1.3.1	Candidatus_Jettenia_asiatica	0	35	0	0	0	0	0	0	4	0	3	3	5	1	2	3	0	3	3	0	0	0	0	8
6	0.1.20.2.1.1.4	Candidatus_Kuenenia	1	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.1.1.4.1	Candidatus_Kuenenia_stuttgartiensis	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
6	0.1.20.2.1.1.5	Candidatus_Scalindua	1	7	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	1
7	0.1.20.2.1.1.5.1	Candidatus_Scalindua_wagneri	0	7	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	1
4	0.1.20.2.2	Planctomycetales	2	1863	7	0	110	194	0	59	45	22	89	111	40	93	61	41	131	115	159	345	43	48	77	73
5	0.1.20.2.2.1	Isospeciesaeraceae	3	233	7	0	7	24	0	19	4	1	3	9	1	16	12	7	1	0	43	52	10	9	2	6
6	0.1.20.2.2.1.1	Aquisphaera	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.2.1.1.1	Aquisphaera_giovannonii	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.20.2.2.1.2	Isosphaera	6	101	7	0	5	8	0	3	2	0	0	1	1	14	2	3	1	0	21	23	2	3	0	5
7	0.1.20.2.2.1.2.1	Isosphaera_pallida	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0
7	0.1.20.2.2.1.2.2	Isosphaera_species	0	43	0	0	5	3	0	3	0	0	0	0	1	0	0	3	0	0	18	5	0	0	0	5
7	0.1.20.2.2.1.2.3	Isosphaera_species_Io3_6	0	13	0	0	0	1	0	0	2	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.2.1.2.4	Isosphaera_species_SD1_2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0
7	0.1.20.2.2.1.2.5	Isosphaera_species_SD2_3	0	30	7	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	2	15	0	0	0	0
7	0.1.20.2.2.1.2.6	Isosphaera_species_Tx1_4	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
6	0.1.20.2.2.1.3	Singulisphaera	3	129	0	0	2	13	0	16	2	1	3	8	0	2	10	4	0	0	22	29	8	6	2	1
7	0.1.20.2.2.1.3.1	Singulisphaera_rosea	0	75	0	0	2	10	0	8	2	1	3	8	0	1	9	2	0	0	12	9	4	4	0	0
7	0.1.20.2.2.1.3.2	Singulisphaera_species_Io4_3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.20.2.2.1.3.3	Singulisphaera_species_WX23	0	52	0	0	0	3	0	8	0	0	0	0	0	1	1	2	0	0	10	18	4	2	2	1
5	0.1.20.2.2.2	Planctomycetaceae	13	1630	0	0	103	170	0	40	41	21	86	102	39	77	49	34	130	115	116	293	33	39	75	67
