taxlevel	rankID	taxon	daughterlevels	total	ADenoma12	Ademona1	Adenoma10	Adenoma11	Adenoma13	Adenoma14	Adenoma15	Adenoma16	Adenoma17	Adenoma18	Adenoma19	Adenoma2	Adenoma20	Adenoma21	Adenoma22	Adenoma23	Adenoma24	Adenoma25	Adenoma26	Adenoma27	Adenoma28	Adenoma29	Adenoma3	Adenoma30	Adenoma4	Adenoma5	Adenoma6	Adenoma7	Adenoma8	Adenoma9	Cancer1	Cancer10	Cancer11	Cancer12	Cancer13	Cancer14	Cancer15	Cancer16	Cancer17	Cancer18	Cancer19	Cancer2	Cancer20	Cancer21	Cancer22	Cancer23	Cancer24	Cancer25	Cancer26	Cancer27	Cancer28	Cancer29	Cancer3	Cancer30	Cancer4	Cancer5	Cancer6	Cancer7	Cancer8	Cancer9	Healthy1	Healthy10	Healthy11	Healthy12	Healthy13	Healthy14	Healthy15	Healthy16	Healthy17	Healthy18	Healthy19	Healthy2	Healthy20	Healthy21	Healthy22	Healthy23	Healthy24	Healthy25	Healthy26	Healthy27	Healthy28	Healthy29	Healthy3	Healthy30	Healthy4	Healthy5	Healthy6	Healthy7	Healthy8	Healthy9	mock1	mock2
7	0.1.4.2.1.9.4.2	Anaerostipes_caccae	0	13361	40	95	102	50	141	218	273	1	136	60	83	144	9	21	134	10	20	136	100	310	221	10	10	0	23	8	1	7	118	367	388	50	3	2	3	47	1	4	1438	156	1	18	42	21	562	1	1760	10	1	0	63	39	240	129	358	1	20	1	41	1	263	13	0	370	2	501	186	34	442	134	59	54	42	267	120	259	11	109	119	56	66	343	417	38	87	406	5	0	115	31	383	180
7	0.1.4.2.1.9.4.3	Anaerostipes_hadrus	0	255519	4473	373	2559	10033	4761	1602	2609	212	5098	584	3046	8057	3594	10	152	12146	1676	339	847	777	1975	2444	2042	714	6233	79	12	2752	2936	3073	1347	3341	2358	3582	806	109	2515	5728	1281	832	293	1525	5172	7	985	9103	4001	641	3306	3238	135	11566	1383	188	3551	4935	491	6019	3086	100	1371	257	2415	12608	1967	4692	5064	4313	1850	935	816	470	1964	1333	2600	889	1679	3848	2748	5879	365	5174	1912	1256	2266	5392	1665	10225	2424	285	11	14
7	0.1.4.2.1.9.4.4	Anaerostipes_rhamnosivorans	0	108	0	0	0	0	0	0	0	0	0	0	0	8	11	1	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	5	0	0	0	0	3	3	1	0	0	1	0	19	0	0	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	10	0	0	0	10	0	0	0	0	0	0
7	0.1.4.2.1.9.4.5	Anaerostipes_species_494a	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.9.5	Anaerotaenia	1	25517	3	151	22	30	48	40	0	12	0	1	318	81	13	53	82	1	152	9	46	237	87	69	29	4	4	84	12	61	16	2370	556	422	3	5	27	345	142	1	308	118	1	741	3714	12	2	2	94	26	0	1	115	0	302	669	401	5	312	61	15	11	1199	41	6	2	233	285	573	5	41	426	1984	2522	958	18	5	178	45	103	11	725	942	646	63	262	80	233	4	1	0	0	628	852
7	0.1.4.2.1.9.5.1	Anaerotaenia_torta	0	25517	3	151	22	30	48	40	0	12	0	1	318	81	13	53	82	1	152	9	46	237	87	69	29	4	4	84	12	61	16	2370	556	422	3	5	27	345	142	1	308	118	1	741	3714	12	2	2	94	26	0	1	115	0	302	669	401	5	312	61	15	11	1199	41	6	2	233	285	573	5	41	426	1984	2522	958	18	5	178	45	103	11	725	942	646	63	262	80	233	4	1	0	0	628	852
6	0.1.4.2.1.9.6	Blautia	12	836032	10207	6195	9253	9332	9512	14358	12934	4662	6606	9044	10207	14427	5118	1150	4053	10123	8527	2005	3117	9037	2475	13429	13292	4495	23933	1335	26327	9432	16081	9473	4170	12360	16682	9376	7821	3094	4489	21982	10602	3727	2075	9409	5065	681	6625	58719	9848	7615	1438	7649	1390	12972	14034	7731	23688	8323	8164	30481	4981	4225	4407	3045	4399	8332	5110	7756	10654	6925	7965	2207	5227	2544	10268	7529	6548	2188	3986	16937	6336	10641	3365	22378	14051	3924	5069	3576	10053	18277	10015	12137	476	152
7	0.1.4.2.1.9.6.1	Blautia_faecis	0	176091	3090	901	953	253	2940	3598	4759	1456	3544	155	2434	6011	43	569	628	227	2620	562	949	6262	196	2750	1606	1882	2252	553	38	1079	2316	5697	1935	9347	5862	4503	5557	2111	1873	707	4881	953	34	6927	1209	9	1493	34	1930	15	11	322	484	2039	7836	658	1852	5104	836	1273	458	597	1175	898	21	2031	526	591	4041	15	1251	332	3103	766	843	643	2432	518	625	4642	1251	2496	1853	3346	965	595	560	906	605	799	2132	4949	5	3
7	0.1.4.2.1.9.6.2	Blautia_glucerasea	0	2441	6	327	1	39	1	6	0	16	23	61	285	81	76	0	0	0	0	2	0	0	0	1	3	0	0	77	2	2	5	97	0	0	0	239	499	0	6	0	2	4	0	3	0	7	133	2	0	0	7	2	2	12	20	0	3	0	0	2	49	0	0	6	0	143	9	0	5	0	22	0	18	7	0	1	85	6	0	2	5	0	0	11	0	0	0	3	0	0	15	0	0	0
7	0.1.4.2.1.9.6.3	Blautia_hydrogenotrophica	0	2322	0	1	7	68	26	0	0	1	16	0	2	36	74	8	0	0	0	2	0	0	0	219	0	0	0	0	0	0	0	4	2	5	0	0	32	0	1	193	3	4	0	3	0	0	79	2	19	0	0	0	3	31	0	0	0	0	6	558	28	37	0	19	0	0	0	88	3	26	28	3	0	0	6	0	0	0	0	0	12	5	0	0	182	0	0	77	0	0	194	209	0	0
7	0.1.4.2.1.9.6.4	Blautia_luti	0	210428	1136	1325	2226	1676	1673	2442	1708	1645	66	2068	6231	6406	1382	6	833	7027	1741	751	841	1034	1269	3580	7599	15	11216	478	45	6544	4111	1723	1443	1281	1271	2121	62	274	1194	15107	1633	385	10	1379	1598	98	19	5482	3161	1765	6	3105	337	6626	3661	968	6096	64	3143	35	1640	64	1357	931	3742	408	1078	4032	2379	17	2477	991	762	852	1890	1800	1141	512	2477	4248	2874	3334	941	7566	4575	2278	3626	411	7	2393	5207	3267	23	7
7	0.1.4.2.1.9.6.5	Blautia_obeum	0	150455	2033	2521	3164	322	4198	7992	5950	1492	31	412	897	1533	1697	274	2468	1348	3957	560	606	956	333	1068	3826	1557	9129	52	54	1476	476	1004	439	1361	822	555	51	589	333	462	447	376	25	15	1285	47	1138	188	2493	81	8	41	236	9	1236	855	11090	89	3774	1169	1219	2770	1822	934	221	2159	157	1278	3992	3	252	510	999	350	5325	517	1081	1062	621	992	898	4750	442	9973	2938	508	831	877	7	9978	1426	934	20	9
7	0.1.4.2.1.9.6.6	Blautia_producta	0	1020	0	0	0	0	0	0	0	0	0	0	215	0	2	0	0	0	0	0	0	0	0	275	1	0	0	0	0	0	180	0	2	0	0	119	101	2	35	0	81	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.9.6.7	Blautia_species_Ser5	0	18798	7	6	3	1904	2	2	2	1	545	227	11	97	438	0	0	4	2	0	0	1	0	0	52	1	2	1	2	2	3162	4	2	1	928	119	476	5	1	5	5	5	582	0	3	5	243	6254	4	4	0	1013	0	1567	4	3	0	37	0	4	2	1	0	0	1	350	2	0	1	1	0	1	2	0	2	2	80	1	0	423	0	0	1	4	70	0	0	0	0	38	35	0	27	6
7	0.1.4.2.1.9.6.8	Blautia_species_YHC_4	0	92289	2848	7	9	1081	8	2	1	7	1032	4369	23	67	492	3	3	12	3	2	1	27	46	1529	36	8	43	8	19145	21	4839	7	5	4	302	154	158	14	48	440	22	62	162	16	6	9	247	32694	16	33	606	1794	30	1105	11	5	356	1316	11	11711	70	225	6	17	4	1046	67	9	3	564	215	0	2	7	1	34	85	2	30	300	262	9	0	4	42	0	1	9	128	2024	31	68	5	3
7	0.1.4.2.1.9.6.9	Blautia_species_canine_oral_taxon_143	0	15841	817	184	85	57	87	62	120	9	80	288	53	62	153	93	27	82	160	46	19	433	83	307	92	21	85	31	460	152	198	60	31	24	971	25	155	69	74	873	56	20	36	115	335	103	1456	86	103	26	0	149	211	62	76	97	180	251	7	2852	30	70	13	58	12	234	32	75	81	29	133	24	51	125	37	94	92	15	56	183	14	12	14	50	156	37	17	62	89	110	390	92	386	119
7	0.1.4.2.1.9.6.10	Blautia_stercoris	0	59852	140	68	2619	1451	515	14	356	4	106	705	17	41	94	4	28	1281	10	68	632	53	24	2122	29	263	438	36	2697	37	117	13	257	287	3212	900	98	9	462	236	2232	372	39	96	241	3	336	1189	1792	2555	32	17	3	318	1118	260	37	378	22	3502	424	139	19	43	1	452	99	813	43	2105	161	19	36	260	1284	4425	1471	72	19	5607	61	5	43	45	5001	26	15	455	244	2361	65	50	2	2
7	0.1.4.2.1.9.6.11	Ruminococcus_gnavus	0	65792	52	3	137	1391	17	2	20	15	472	432	1	4	321	0	0	82	16	8	9	109	456	1532	39	710	728	26	3880	113	137	6	20	5	1665	54	153	6	180	3542	28	1313	1181	252	9	7	347	12470	12	3095	767	565	83	1137	18	2513	108	362	98	8253	243	12	5	46	284	802	62	16	6	4070	30	8	3	98	12	1	57	0	146	455	671	28	2	7	104	0	7	261	8458	318	499	110	7	3
7	0.1.4.2.1.9.6.12	Ruminococcus_torques	0	40703	78	852	49	1090	45	238	18	16	691	327	38	89	346	193	66	60	18	4	60	162	68	46	9	38	40	73	4	6	540	858	34	45	1649	587	479	15	282	417	1212	231	6	603	379	393	1134	317	317	41	1	641	1	66	54	2372	3966	722	267	1121	818	310	10	93	113	707	3078	854	100	95	3396	319	251	79	868	12	24	0	12	85	288	2	69	1370	18	480	12	515	515	256	21	2458	1	0
6	0.1.4.2.1.9.7	Butyrivibrio	1	1444	0	743	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	563	15	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
7	0.1.4.2.1.9.7.1	Butyrivibrio_crossotus	0	1444	0	743	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	563	15	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
6	0.1.4.2.1.9.8	Coprococcus	2	36355	4	55	70	131	563	122	235	1	1	7	201	127	22	0	788	52	3	808	58	201	132	1230	3	1	196	364	3	352	3	136	161	15	11	5	65	761	97	463	262	4	21	6	215	142	61	6	1250	0	3	94	30	1	114	1012	854	245	3325	2	314	326	1013	480	277	3	66	134	6385	3	168	153	281	181	216	119	84	144	80	3	99	6	495	9233	168	108	421	266	2	1	9	4	7	12
7	0.1.4.2.1.9.8.1	Coprococcus_catus	0	13816	2	55	69	130	562	120	235	1	0	6	2	125	19	0	120	48	0	121	55	70	132	1230	1	0	196	35	1	350	3	135	161	14	5	2	65	47	96	462	262	3	20	3	215	142	61	2	846	0	2	93	30	1	113	566	526	245	279	0	314	324	185	85	276	1	62	128	431	1	165	151	280	181	215	118	83	142	79	2	97	3	177	1432	168	108	384	116	1	0	6	0	5	12
7	0.1.4.2.1.9.8.2	Coprococcus_eutactus	0	22539	2	0	1	1	1	2	0	0	1	1	199	2	3	0	668	4	3	687	3	131	0	0	2	1	0	329	2	2	0	1	0	1	6	3	0	714	1	1	0	1	1	3	0	0	0	4	404	0	1	1	0	0	1	446	328	0	3046	2	0	2	828	395	1	2	4	6	5954	2	3	2	1	0	1	1	1	2	1	1	2	3	318	7801	0	0	37	150	1	1	3	4	2	0
6	0.1.4.2.1.9.9	Dorea	3	184699	562	1269	1079	2559	1713	1408	8380	2785	4593	5053	854	3293	986	233	915	1766	2271	142	1279	352	1057	4376	2146	1222	4111	546	82	2939	1294	915	1231	3547	2147	4233	3693	633	664	1654	2812	1082	264	2886	1398	170	4802	4308	2383	4062	1025	4493	72	619	1553	3399	2837	414	417	3768	2984	91	1048	2115	4876	4835	1830	821	3027	2525	2173	1919	1698	570	1460	1310	3175	463	589	2192	1161	1409	828	2550	2243	1325	2813	1547	643	1920	2211	680	4198	724
7	0.1.4.2.1.9.9.1	Candidatus_Dorea_massiliensis	0	48202	42	128	13	281	1356	68	89	61	118	796	843	354	572	0	6	1093	221	18	82	343	95	35	193	1	40	52	60	52	1069	27	125	17	526	219	2407	227	646	1062	298	232	202	228	148	4	1501	3783	288	418	40	2487	54	611	123	10	2134	400	10	1898	72	61	238	169	7	2246	1763	88	488	2518	199	26	274	64	128	250	142	112	12	1977	1148	32	7	43	116	541	3	369	0	40	1436	676	4080	671
7	0.1.4.2.1.9.9.2	Dorea_formicigenerans	0	30872	5	398	250	1303	126	214	615	360	3	1463	2	903	408	1	250	78	258	40	222	2	85	564	124	1204	2114	92	16	996	3	77	121	535	436	895	164	184	0	590	506	107	54	236	124	4	1063	9	186	194	416	482	16	3	314	196	622	7	72	1852	542	21	239	96	842	627	4	120	343	1	197	172	384	145	312	394	263	219	400	213	2	152	286	688	544	149	170	327	1	518	768	0	116	53
7	0.1.4.2.1.9.9.3	Dorea_longicatena	0	105625	515	743	816	975	231	1126	7676	2364	4472	2794	9	2036	6	232	659	595	1792	84	975	7	877	3777	1829	17	1957	402	6	1891	222	811	985	2995	1185	3119	1122	222	18	2	2008	743	8	2422	1126	162	2238	516	1909	3450	569	1524	2	5	1116	3193	81	7	335	18	2370	9	571	1850	4027	1962	63	613	2196	6	1777	1721	1040	361	1020	666	2770	132	177	2	11	1225	535	1819	1583	635	2640	851	642	1362	7	4	2	0
6	0.1.4.2.1.9.10	Fusicatenibacter	1	181363	189	590	2747	1638	1593	2822	5225	23	3831	259	4019	870	405	7	1664	897	31	376	311	1137	925	5518	6046	15	4759	388	4038	7423	4149	548	1351	1385	1202	2074	3429	407	1132	999	3550	1014	21	4478	1574	21	4012	2953	3104	723	82	1739	296	7531	6165	1408	1633	1632	1212	45	2728	37	1726	14	871	862	1236	3624	1794	18	556	974	2345	1593	1078	2449	6042	326	132	3475	547	742	216	3927	9912	2751	3285	4323	28	3489	1964	667	11	6
7	0.1.4.2.1.9.10.1	Fusicatenibacter_saccharivorans	0	181363	189	590	2747	1638	1593	2822	5225	23	3831	259	4019	870	405	7	1664	897	31	376	311	1137	925	5518	6046	15	4759	388	4038	7423	4149	548	1351	1385	1202	2074	3429	407	1132	999	3550	1014	21	4478	1574	21	4012	2953	3104	723	82	1739	296	7531	6165	1408	1633	1632	1212	45	2728	37	1726	14	871	862	1236	3624	1794	18	556	974	2345	1593	1078	2449	6042	326	132	3475	547	742	216	3927	9912	2751	3285	4323	28	3489	1964	667	11	6
6	0.1.4.2.1.9.11	Hespellia	1	723	0	0	0	0	1	0	1	0	1	0	11	6	2	0	0	0	0	2	10	3	4	0	0	0	0	0	0	1	0	0	5	2	0	0	1	0	0	0	0	3	0	0	3	0	2	0	13	0	0	0	5	1	0	7	17	0	0	0	0	0	21	0	0	0	0	0	4	0	0	1	0	0	0	0	0	2	0	0	0	0	12	3	3	0	0	29	0	0	0	0	329	218
7	0.1.4.2.1.9.11.1	Hespellia_porcina	0	723	0	0	0	0	1	0	1	0	1	0	11	6	2	0	0	0	0	2	10	3	4	0	0	0	0	0	0	1	0	0	5	2	0	0	1	0	0	0	0	3	0	0	3	0	2	0	13	0	0	0	5	1	0	7	17	0	0	0	0	0	21	0	0	0	0	0	4	0	0	1	0	0	0	0	0	2	0	0	0	0	12	3	3	0	0	29	0	0	0	0	329	218
6	0.1.4.2.1.9.12	Lachnobacterium	1	1715	0	0	0	0	0	50	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	145	0	0	0	0	0	6	0	8	103	1	0	0	0	2	0	0	0	0	0	0	13	0	0	0	67	0	0	0	0	0	0	0	0	1	81	0	0	0	0	0	0	0	2	0	0	0	0	0	116	0	0	138	1	256	0	0	0	0	109	311	0	68	47	182	0	0	0	0	0	0
7	0.1.4.2.1.9.12.1	Lachnobacterium_species_wal_14165	0	1715	0	0	0	0	0	50	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	145	0	0	0	0	0	6	0	8	103	1	0	0	0	2	0	0	0	0	0	0	13	0	0	0	67	0	0	0	0	0	0	0	0	1	81	0	0	0	0	0	0	0	2	0	0	0	0	0	116	0	0	138	1	256	0	0	0	0	109	311	0	68	47	182	0	0	0	0	0	0
6	0.1.4.2.1.9.13	Lachnoclostridium	11	45092	300	211	236	376	273	146	133	43	289	914	151	390	355	112	19	627	383	63	73	593	131	64	101	946	127	128	2741	254	108	80	33	116	877	583	220	789	143	1500	176	28	102	341	317	1044	194	566	107	612	134	535	438	925	166	65	1074	200	255	1030	750	439	1277	71	85	352	4725	187	265	95	317	106	728	185	555	171	235	33	425	70	320	42	264	176	399	263	317	485	523	161	676	709	3043	3706
7	0.1.4.2.1.9.13.1	Clostridium_aldenense	0	11011	173	3	48	62	10	0	42	12	39	94	4	0	34	35	4	34	15	11	4	97	0	42	51	908	51	2	29	36	39	15	3	16	349	59	31	13	10	55	11	3	51	9	3	201	18	82	78	118	17	112	11	77	49	15	55	21	1	62	81	135	10	1	21	20	17	19	2	34	7	0	11	3	6	115	12	0	354	34	7	4	6	12	18	22	63	59	155	87	35	35	2717	3485
7	0.1.4.2.1.9.13.2	Clostridium_asparagiforme	0	3494	0	6	0	263	0	2	0	0	1	692	75	341	0	0	0	376	0	3	3	0	33	0	1	0	0	0	2	0	0	1	5	0	1	284	0	1	32	0	0	0	0	0	0	0	64	0	0	0	0	1	0	0	66	0	1	0	0	0	135	0	0	13	0	0	0	0	168	0	102	79	0	0	410	0	0	0	0	0	0	0	0	1	218	5	10	0	0	0	86	0	12	1
7	0.1.4.2.1.9.13.3	Clostridium_citroniae	0	2419	7	38	3	0	51	4	7	0	15	0	0	12	28	0	0	0	0	0	1	168	0	0	0	18	5	1	30	0	26	21	0	0	307	0	0	0	0	108	8	0	0	2	0	0	17	0	0	0	0	47	1	67	0	0	476	7	13	8	26	48	9	4	0	8	72	5	0	47	1	1	0	0	0	0	187	0	1	0	12	0	4	0	2	0	190	20	0	0	155	131	0	0
7	0.1.4.2.1.9.13.4	Clostridium_fimetarium	0	5736	0	12	77	2	80	62	3	0	1	0	57	1	31	0	9	0	222	48	40	79	81	10	0	2	10	58	0	0	0	15	16	26	0	106	7	699	3	9	6	6	0	36	256	1	0	1	14	0	0	1	360	2	31	0	33	0	53	8	15	0	1149	31	0	0	61	6	57	0	25	15	569	143	130	2	6	1	3	0	126	14	104	112	143	1	3	154	164	0	128	0	0	0
7	0.1.4.2.1.9.13.5	Clostridium_hylemonae	0	1184	116	0	0	0	69	0	11	19	0	0	4	0	0	47	0	0	1	0	1	15	3	0	0	8	0	2	173	12	1	6	0	3	10	6	0	0	0	1	6	0	0	3	0	28	0	0	0	11	25	1	0	0	0	0	262	0	0	3	135	23	0	0	0	0	0	89	3	0	14	0	9	0	0	0	0	0	21	0	0	1	1	3	4	0	0	15	2	0	0	14	0	3
7	0.1.4.2.1.9.13.6	Clostridium_indolis	0	1978	0	5	1	0	21	0	0	2	0	0	1	16	5	23	1	0	0	0	4	49	5	0	0	0	0	18	829	1	5	0	0	55	1	91	0	0	13	16	22	5	0	24	0	18	0	21	0	0	0	5	3	0	1	6	15	8	2	17	8	0	78	4	0	1	63	28	0	0	111	0	23	22	0	0	0	1	3	2	11	11	56	7	0	2	23	160	5	36	2	11	0	1
7	0.1.4.2.1.9.13.7	Clostridium_methoxybenzovorans	0	6410	0	3	2	12	0	78	61	9	2	119	1	3	0	0	5	217	144	0	20	54	8	0	24	0	20	7	0	185	0	12	5	2	27	0	111	74	18	0	109	7	0	62	50	0	73	6	5	482	78	310	32	1	8	36	2	1	1	121	0	0	0	11	59	0	2695	5	19	2	5	10	108	3	9	26	3	21	9	12	147	2	1	8	11	215	3	25	0	13	129	2	106	144
7	0.1.4.2.1.9.13.8	Clostridium_polysaccharolyticum	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.9.13.9	Clostridium_scindens	0	10319	0	142	105	18	38	0	7	0	231	9	4	7	232	6	0	0	1	0	0	82	0	9	4	1	19	3	1678	20	22	3	3	4	148	21	21	0	19	1016	1	2	19	191	1	340	7	412	2	1	1	1	1	769	2	2	152	104	140	791	297	228	24	1	5	231	1690	6	6	8	16	1	4	2	0	28	11	0	33	14	2	0	0	9	0	0	9	33	96	0	96	377	208	72
7	0.1.4.2.1.9.13.10	Clostridium_symbiosum	0	1450	2	2	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	30	0	0	17	0	0	0	0	0	7	0	1	0	0	0	39	0	48	254	6	3	30	0	5	444	14	11	1	0	13	32	30	9	0	0	10	42	0	20	46	0	0	4	0	2	46	4	4	4	2	0	0	0	0	0	0	4	0	0	9	4	1	13	0	0	0	0	85	13	1	134	0	0
7	0.1.4.2.1.9.13.11	Eubacterium_contortum	0	1055	2	0	0	19	4	0	1	1	0	0	5	10	22	1	0	0	0	1	0	19	1	3	4	9	22	1	0	0	8	7	0	10	34	16	11	2	0	41	7	2	2	14	2	12	1	33	7	0	0	25	0	0	9	6	68	17	45	0	7	5	7	2	0	90	81	25	6	0	34	0	4	12	0	0	16	6	1	8	6	6	91	11	3	18	16	19	16	12	44	5	0	0
6	0.1.4.2.1.9.14	Marvinbryantia	1	279	0	266	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.9.14.1	Marvinbryantia_formatexigens	0	279	0	266	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.9.15	Moryella	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.9.15.1	Moryella_indoligenes	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.9.16	Oribacterium	2	122	7	0	0	0	0	4	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	6	0	0	0	0	0	0
7	0.1.4.2.1.9.16.1	Oribacterium_sinus	0	97	5	0	0	0	0	4	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	37	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	6	0	0	0	0	0	0
7	0.1.4.2.1.9.16.2	Oribacterium_species_oral_taxon_108	0	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.9.17	Parasporobacterium	1	5580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	5561	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0
7	0.1.4.2.1.9.17.1	Parasporobacterium_paucivorans	0	5580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	5561	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0
6	0.1.4.2.1.9.18	Roseburia	6	408105	42	812	9280	1112	1881	16014	7105	166	216	400	669	1327	5172	152	2386	1689	1393	525	5961	4698	3967	10085	6991	1096	13783	1625	533	2876	5794	2765	3716	7496	698	880	3227	6763	1994	9243	9080	6310	109	10827	7443	308	29451	61	14443	943	432	5447	2335	9160	9380	5332	2727	4436	4098	333	6491	32	4173	2064	3961	1167	12128	1092	6228	22	2610	3028	15247	9284	5632	1830	2336	551	1537	8481	6102	4104	3406	8815	5836	9928	1713	4338	37	2395	1430	2633	1499	788
7	0.1.4.2.1.9.18.1	Roseburia_hominis	0	36468	4	1	52	1	134	396	18	1	0	1	281	53	2170	3	26	1	250	30	487	386	22	132	16	1	0	21	27	9	13	180	1100	1463	79	715	87	1432	61	276	55	222	0	31	147	0	67	1	348	1	1	0	309	15	596	27	618	3326	1120	37	339	12	1574	35	42	83	8530	496	280	3	132	424	432	357	204	10	58	5	100	333	610	167	719	36	312	3703	241	121	2	67	76	96	19	0
7	0.1.4.2.1.9.18.2	Roseburia_intestinalis	0	2331	0	1	0	0	10	0	0	1	0	0	0	2	2	15	0	3	0	6	0	0	0	5	13	0	0	0	0	0	11	4	0	5	0	0	0	0	0	0	3	0	0	7	0	0	0	6	38	1	2	0	2	0	0	8	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	7	2	0	0	6	0	0	0	0	0	0	0	0	0	1409	758
